gene	gene_symb	major_transcript	minor_transcript	iso_ratio	diff	maj_pval	min_pval	p_value	corr	final_sp	event_importance	exclusive_domains	adj_pval
5002	SLC22A18	ENST00000485423.1	ENST00000649076.2	0.25	0.12092053549624422	0.0075535643689907195	0.12529426564735288	0.013732436837701732	0.685111134421538	3	0.17903887270732358	['PF07690']	0.013439282533213835
4968	OGG1	ENST00000302003.11	ENST00000344629.12	0.25	0.07361729106272358	0.007580979131403103	0.022176472337165853	0.013775410969059567	0.6154885831441977	1	0.5683187459135551	[]	0.013480597251091672
401647	GOLGA7B	ENST00000596005.2	ENST00000370602.6	0.25	0.599266576489846	0.0076103869605048035	0.007610386960504809	0.013821481790230598	0.8739584083094489	2	0.5231329108077494	[]	0.013525449433380092
401647	GOLGA7B	ENST00000370602.6	ENST00000596005.2	0.25	0.599266576489846	0.007610386960504809	0.0076103869605048035	0.01382148179023061	0.8739584083094489	2	0.5231329108077494	[]	0.013525449433380092
25989	ULK3	ENST00000563301.5	ENST00000565790.5	0.25	0.09960027698336456	0.007675694088768146	0.00026341879030563855	0.013923691644946772	0.8605827581007897	3	0.22743007825065398	[]	0.013624673246492996
57658	CALCOCO1	ENST00000430117.6	ENST00000549688.1	0.25	0.05287545220211498	0.007770544667553486	0.25298648145695213	0.014071891822841324	0.6855251607342053	2	0.7804749389894287	['PF18112', 'PF07888']	0.013768838011213386
53	ACP2	ENST00000672073.1	ENST00000256997.9	0.25	0.32733698904789266	0.007778013398333477	0.0009836790838118645	0.01408354907190454	0.9752073942246726	3	0.7607638070453999	[]	0.01377986489959698
79901	CYBRD1	ENST00000409484.5	ENST00000375252.3	0.25	0.12934993097934888	0.007792416852871199	0.44360167144098656	0.014106025026598183	0.6102661786387157	3	0.3352158945505174	['PF03188']	0.013801761225761199
7592	ZNF41	ENST00000684689.1	ENST00000313116.11	0.25	0.11254328521062712	0.007794621262151884	0.21910440847489068	0.014109464322340516	0.7930478747419518	2	0.7757228879408252	[]	0.013805078835808384
85464	SSH2	ENST00000590153.1	ENST00000582084.1	0.25	0.2355761302302659	0.00784069270359379	0.0015995836910273073	0.014181308890562508	0.8825359838302084	3	0.6720625548565015	[]	0.013874657349994756
85464	SSH2	ENST00000590153.1	ENST00000269033.7	0.25	0.14208422973918852	0.00784069270359379	0.020048674068306144	0.014181308890562508	0.8229487519842671	3	0.6280545358944982	['PF08766', 'PF00782']	0.013874657349994756
5778	PTPN7	ENST00000495688.5	ENST00000309017.7	0.25	0.16371619299299703	0.007844773341646454	0.2815951832156354	0.014187669036564834	0.57681345861049	2	0.2262963259157661	['PF00102']	0.013880641145780422
6873	TAF2	ENST00000521007.1	ENST00000523904.1	0.25	0.06943834122632869	0.007849564809995562	0.07982187760000571	0.014195136416386393	0.6116168416653448	3	0.2115044151691006	[]	0.013887851349400019
11218	DDX20	ENST00000533164.6	ENST00000680518.1	0.25	0.05992303326763331	0.007852497397640556	0.12375226428465648	0.014199706417841513	0.5706184888782776	2	0.2234619928928809	['PF00270', 'PF00271']	0.013892035595095354
11186	RASSF1	ENST00000395126.7	ENST00000327761.7	0.25	0.25794263136471623	0.007886522960155967	0.007886522960156002	0.014252710202278168	0.9839485400287907	3	0.7987537894713286	[]	0.013942547397946283
11186	RASSF1	ENST00000327761.7	ENST00000395126.7	0.25	0.25794263136471623	0.007886522960156002	0.007886522960155967	0.014252710202278222	0.9839485400287907	3	0.7987537894713286	[]	0.013942547397946283
2059	EPS8	ENST00000542903.1	ENST00000543612.5	0.25	0.07202795007455201	0.007896163248620023	0.02117575940804655	0.014267720814318407	0.8323532210027844	3	0.6097148380251103	['PF08416']	0.01395708725304571
23	ABCF1	ENST00000376545.7	ENST00000468958.1	0.25	0.08604181803576971	0.007916338431741514	0.06413294196029029	0.014299125485295869	0.8657501944609867	3	0.5791699179480071	['PF00005']	0.013986989819428234
5217	PFN2	ENST00000239940.11	ENST00000497148.5	0.25	0.08552910082229197	0.00792216786329513	0.004450642809630679	0.014308197177835267	0.9455986927824854	3	0.3908926200010439	[]	0.013995718976227995
5719	PSMD13	ENST00000529372.5	ENST00000528906.5	0.25	0.056059448444525914	0.007934923154370986	0.2474188141525172	0.01432804307190741	0.6930986639744464	3	0.2596430427920289	[]	0.01401493850687236
126433	FBXO27	ENST00000292853.9	ENST00000598394.1	0.25	0.3430591545919299	0.007980557288126038	0.02274482064159973	0.014399003076839216	0.6571238090767514	3	0.7335590872062968	['PF00646', 'PF04300']	0.014083620719084883
1519	CTSO	ENST00000678374.1	ENST00000433477.4	0.5	0.30258475105143323	0.003991359459742197	0.22516838898011174	0.014402362741566949	0.5145137036941412	1	0.6177505274876661	['PF00112']	0.014086858309917667
128989	TANGO2	ENST00000434570.6	ENST00000401833.5	0.25	0.08481955045411554	0.008004227405809548	0.016054983639305066	0.01443578383525464	0.890053782524587	2	0.39176819032337473	[]	0.014119304269359671
128989	TANGO2	ENST00000434570.6	ENST00000447208.6	0.25	0.05125009633368215	0.008004227405809548	0.18592385554447413	0.01443578383525464	0.707663105517924	2	0.42099781860114177	[]	0.014119304269359671
79912	PYROXD1	ENST00000544187.1	ENST00000544970.5	0.25	0.08438055124218151	0.008006226401943303	0.03481912045941935	0.014438889253235434	0.6703238789629616	2	0.4181897686558099	[]	0.014122244386634834
5813	PURA	ENST00000331327.5	ENST00000651386.1	0.25	0.16859250651162533	0.00801537441625334	0.049094684945044875	0.01445309899882414	0.8894668997912211	3	0.8615220477725501	[]	0.014135947881537565
7480	WNT10B	ENST00000407467.5	ENST00000301061.9	0.25	0.6381567249731875	0.008020448469818803	0.008020448469818812	0.014460979475501748	0.8809365394228529	2	0.5390213817754631	[]	0.01414350938042995
7480	WNT10B	ENST00000301061.9	ENST00000407467.5	0.25	0.6381567249731875	0.008020448469818812	0.008020448469818803	0.014460979475501762	0.8809365394228528	2	0.5390213817754631	[]	0.01414350938042995
128308	MRPL55	ENST00000348259.9	ENST00000483159.1	0.25	0.05172858831884364	0.008036100747576332	0.08271758026244862	0.014485283863468318	0.6528837304944576	3	0.4650348208617112	['PF09776']	0.0141670851360106
57558	USP35	ENST00000530267.5	ENST00000530546.5	0.25	0.17812553838328546	0.008051917882809945	0.05541046665270029	0.014509836494734547	0.5125955563935491	3	0.47031910739268545	['PF00443']	0.014190365687574593
3936	LCP1	ENST00000323076.7	ENST00000398576.6	0.25	0.08835408523647822	0.00805238499424026	0.07112350919509852	0.014510561464557918	0.8450326221131094	1	0.667373346443905	[]	0.014190976992974886
283417	DPY19L2	ENST00000538147.1	ENST00000324472.9	0.25	0.23725023526980105	0.008081284614332234	0.08236092232780279	0.014555401313034882	0.6480743218982487	3	0.41824605419719657	[]	0.014234192248790333
283417	DPY19L2	ENST00000538147.1	ENST00000306389.7	0.25	0.4469188748737074	0.008081284614332234	0.03165668349429944	0.014555401313034882	0.6790881173440425	3	0.6207401454859557	['PF10034']	0.014234192248790333
23089	PEG10	ENST00000615790.5	ENST00000482108.1	0.25	0.2582164854549474	0.008088375128582957	0.0064023145905279695	0.01456639880738869	0.924441479889771	3	0.7836039135272125	[]	0.014244750893406337
81563	C1orf21	ENST00000648109.1	ENST00000675061.1	0.25	0.15861726667628312	0.008088997522278093	0.01751252045980138	0.014567364075172756	0.643132234683219	1	0.8241012569188408	[]	0.014245596761792531
10693	CCT6B	ENST00000314144.10	ENST00000436961.7	0.25	0.607430547042278	0.008131005223115793	0.00017559338781488783	0.014632486016871914	0.7762520015593221	3	0.5749599707035777	[]	0.014308442826756968
84807	NFKBID	ENST00000585925.7	ENST00000396901.5	0.25	0.07288868942065362	0.008138572856398567	0.3632633382274415	0.014644211875203478	0.6599838320884013	2	0.19425744813565682	['PF12796']	0.014319711805977561
2023	ENO1	ENST00000646680.1	ENST00000646906.1	0.25	0.0628654324175339	0.008146643552026558	0.0034034481166043346	0.014656715277597671	0.7362751097688615	3	0.5040119990299359	['PF03952']	0.014331346027606157
2820	GPD2	ENST00000415049.5	ENST00000438166.7	0.25	0.08439479456966026	0.008174791977800253	0.007501853037970391	0.014700308167616348	0.6619037253480463	1	0.501601647978979	['PF16901', 'PF13499']	0.014373723734759388
51035	UBXN1	ENST00000533000.5	ENST00000301935.10	0.25	0.0672918171604717	0.008178386634070082	0.1754219956235999	0.014705873391573088	0.8724457553982283	3	0.4926343920329693	['PF00627', 'PF00789']	0.014378917777176353
5111	PCNA	ENST00000379143.10	ENST00000379160.3	0.25	0.30303000670092434	0.008200404440484756	0.008200404440484765	0.014739952606566725	0.7596700891158991	3	0.7811496566794338	[]	0.014411891944956642
5111	PCNA	ENST00000379160.3	ENST00000379143.10	0.25	0.30303000670092434	0.008200404440484765	0.008200404440484756	0.014739952606566735	0.7596700891158991	3	0.7811496566794338	[]	0.014411891944956642
10252	SPRY1	ENST00000339241.1	ENST00000651917.1	0.25	0.16016180213396922	0.008201166772802535	0.0008036362214154846	0.014741132281463511	0.7542061457964961	3	0.7935849022930601	[]	0.014412946109493386
79691	QTRT2	ENST00000472599.5	ENST00000462966.1	0.25	0.07658154694463357	0.008234098782313773	0.14995593668732107	0.014792076191149462	0.5249144805088446	1	0.21677634347783298	['PF01702']	0.01446250684523507
10460	TACC3	ENST00000651472.1	ENST00000493975.5	0.25	0.12591149090930226	0.008255148016773019	0.014775697980471254	0.014824620878960842	0.8658591266952963	3	0.7726000221538285	['PF05010']	0.014493328263269337
6046	BRD2	ENST00000607833.5	ENST00000677085.1	0.25	0.051382489068849006	0.008274778829849455	0.061995423454124496	0.014854960421149761	0.6379506046108149	2	0.13487028978870003	['PF00439']	0.014522639719286889
3299	HSF4	ENST00000517750.5	ENST00000519224.5	0.25	0.11951626184361037	0.008286657177418208	0.01696392507389379	0.014873312824629878	0.5458607160924763	2	0.5628995482752522	[]	0.014539930619151802
3692	EIF6	ENST00000456600.1	ENST00000440766.5	0.25	0.08272711599967948	0.008311013862940269	0.15185008312746043	0.014910931328361072	0.6291242934058543	3	0.4785533363591688	['PF01912']	0.014576304319396317
51124	IER3IP1	ENST00000256433.6	ENST00000639845.1	0.25	0.2696080431753338	0.008331927906901236	0.008331927906901241	0.014943218486288212	0.7094057241258421	3	0.7939582571818202	[]	0.014607565051214636
51124	IER3IP1	ENST00000639845.1	ENST00000256433.6	0.25	0.2696080431753338	0.008331927906901241	0.008331927906901236	0.014943218486288221	0.7094057241258419	3	0.7939582571818202	[]	0.014607565051214636
25939	SAMHD1	ENST00000262878.5	ENST00000646066.1	0.25	0.18615774290415038	0.008335489561998456	0.020043920100168516	0.01494871567037094	0.7168386095680249	3	0.6037590326805938	[]	0.014612838105415664
89941	RHOT2	ENST00000566214.5	ENST00000315082.9	0.25	0.07138779428063574	0.008352851610171911	0.05384891386328202	0.014975507423051156	0.950883606028102	3	0.8329776752686926	['PF08356', 'PF08355', 'PF00071']	0.01463862455161191
89941	RHOT2	ENST00000566214.5	ENST00000563134.5	0.25	0.1304448224984543	0.008352851610171911	0.026876681654376254	0.014975507423051156	0.9123006685617594	3	0.5619365002445347	['PF00071']	0.01463862455161191
54973	INTS11	ENST00000545578.5	ENST00000527719.5	0.25	0.09418651288687312	0.008372799164772144	0.0036016956369065416	0.015006277790408532	0.7231195262654085	3	0.3436538587150595	['PF07521', 'PF10996']	0.014668045960573814
79008	SLX1B	ENST00000330181.9	ENST00000351581.4	0.25	0.22125706385380545	0.008394857211070333	0.01783116771500517	0.015040289893221237	0.6374694074524014	3	0.8019674784994751	[]	0.014700937010525642
10180	RBM6	ENST00000442092.5	ENST00000438912.1	0.25	0.12798821059461976	0.008399207090731312	0.1123370316675608	0.015046995419027492	0.6858990264443557	3	0.6135689735863196	['PF01585']	0.014707440582934422
10131	TRAP1	ENST00000576335.5	ENST00000571538.5	0.25	0.05536028927375686	0.008466797777422135	0.3706304481508107	0.01515111717277284	0.5431916852282598	3	0.14211305943644484	['PF00183']	0.014808651610692834
145282	MIPOL1	ENST00000556615.5	ENST00000556753.5	0.25	0.2403107164820339	0.008470506166255375	0.0001367822602987983	0.01515682593913941	0.9416135553695328	1	0.3856370996531789	[]	0.014813619017195096
55687	TRMU	ENST00000645190.1	ENST00000642923.1	0.25	0.12204762083572898	0.00847538823555363	0.07826900263741199	0.015164340873318137	0.5682137773969669	3	0.45146987082101253	[]	0.014820861680911544
1589	CYP21A2	ENST00000435122.3	ENST00000644719.2	0.25	0.39074149559516375	0.008479708598564823	0.08998951790643239	0.015170990590661642	0.924875878624491	2	0.5062460274536864	[]	0.014827156480801778
9733	SART3	ENST00000546728.5	ENST00000546611.1	0.25	0.06675465374768648	0.008509576439899792	0.011823397618616569	0.015216946852870413	0.5682059652295018	3	0.37258675830269766	[]	0.01487166135956877
8943	AP3D1	ENST00000590683.2	ENST00000644728.1	0.25	0.10528651913947934	0.008516565327015788	0.004000583187624765	0.015227696542149075	0.9073571285264289	3	0.14365536234001963	['PF06375', 'PF01602']	0.014881910801778225
65057	ACD	ENST00000620338.4	ENST00000602382.5	0.25	0.09815672341163774	0.008577407242612042	0.018647296214976794	0.015321217761159503	0.6459871792402793	3	0.44804423647898484	['PF10341']	0.014971864120872355
8677	STX10	ENST00000587230.6	ENST00000242770.9	0.25	0.18524421180780815	0.008585126643496453	0.04457265111409413	0.015333075664297946	0.8328226860296678	3	0.6974721042089119	['PF05739']	0.014983296779915976
85456	TNKS1BP1	ENST00000530920.1	ENST00000358252.8	0.25	0.16034116317028035	0.00858723577986506	0.01958212694885841	0.015336315242694559	0.8044229430165268	3	0.7944894754684939	['PF15327']	0.014986359194555666
29104	N6AMT1	ENST00000460212.1	ENST00000303775.10	0.5	0.21604050097919048	0.0042949496738464606	0.008813960117455317	0.01534040622829318	0.7458082011193331	2	0.7031269756416769	['PF05175']	0.014990305183902604
3683	ITGAL	ENST00000358164.9	ENST00000677830.1	0.25	0.1543741877111778	0.00860078722190958	0.05032414873582128	0.015357126816015561	0.7155768756821294	3	0.6438710847449169	['PF01839', 'PF00092', 'PF08441', 'PF00357']	0.015006489068179548
3182	HNRNPAB	ENST00000514633.5	ENST00000358344.8	0.25	0.1658809895001203	0.008605556277339426	0.030028666463019594	0.015364449603708424	0.8152279003069393	3	0.704901838679791	[]	0.015013489482507083
3182	HNRNPAB	ENST00000514633.5	ENST00000355836.9	0.25	0.15158173785270995	0.008605556277339426	0.0010032154365212133	0.015364449603708424	0.8447218127563992	3	0.3760934188083297	[]	0.015013489482507083
8754	ADAM9	ENST00000487273.7	ENST00000677359.1	0.25	0.1090906574499999	0.008605656473507289	0.010491400395746668	0.015364603445799931	0.6595853654292277	3	0.8236070041128987	['PF08516', 'PF01562', 'PF00200', 'PF01421']	0.015013536357680497
4666	NACA	ENST00000547914.5	ENST00000393891.8	0.25	0.05010402237218281	0.008633555116178854	0.0013977532265165283	0.015407427937100013	0.8634630326563332	3	0.27741663301816655	['PF01849', 'PF19026']	0.015054604290039878
4666	NACA	ENST00000547914.5	ENST00000550920.6	0.25	0.05011940943365735	0.008633555116178854	0.20808908330960615	0.015407427937100013	0.5923246137675618	3	0.2559643654098003	['PF01849', 'PF19026']	0.015054604290039878
65986	ZBTB10	ENST00000430430.5	ENST00000455036.8	0.25	0.14666330515953924	0.008678958266316107	0.0036713254680235305	0.01547707374068197	0.9652583729432532	3	0.23516117420253468	[]	0.01512187365823328
201973	PRIMPOL	ENST00000503752.5	ENST00000506278.5	0.25	0.10794637368530373	0.008687387566079303	0.11387653696540415	0.015489997253688718	0.7796431690478514	2	0.800538764911085	['PF01896', 'PF03121']	0.015134344129925413
9330	GTF3C3	ENST00000448539.1	ENST00000451088.6	0.25	0.09742151780745853	0.008689735982959594	0.032137646507710824	0.015493597401554367	0.8786485041561392	3	0.20455872936201241	[]	0.015137809457076249
79068	FTO	ENST00000431610.6	ENST00000464071.1	0.25	0.05388189030014178	0.00870969613499696	0.19212248181307642	0.015524190124341827	0.83765406254998	3	0.204368079552214	['PF12934']	0.015167438344124083
79001	VKORC1	ENST00000420057.2	ENST00000394975.3	0.25	0.1571071978793825	0.008744793511953801	0.03137120910331124	0.015577955801301956	0.9045092836836606	3	0.8111009432704064	['PF07884']	0.015218762237952339
10018	BCL2L11	ENST00000620862.4	ENST00000337565.9	0.25	0.08831113760144328	0.008788022354706685	0.1660711439819391	0.015644129687215055	0.7922213087243778	2	0.6621449131714351	['PF08945']	0.015281830275297469
55692	LUC7L	ENST00000430864.5	ENST00000442701.1	0.5	0.0726154187655473	0.004394198198522571	0.2526206526402343	0.015644702031714437	0.5225454895013523	2	0.48527468751455594	['PF03194']	0.015282336695599637
55692	LUC7L	ENST00000430864.5	ENST00000418978.5	0.5	0.05672910125281176	0.004394198198522571	0.06354452640555372	0.015644702031714437	0.504438991237953	2	0.6125551827044342	['PF03194']	0.015282336695599637
4296	MAP3K11	ENST00000309100.8	ENST00000529839.1	0.25	0.10035033918945716	0.008792255229189229	0.4259963423736668	0.01565060642872403	0.6728740343439005	3	0.41565643036423355	['PF14604']	0.015287840887638892
8131	NPRL3	ENST00000621703.4	ENST00000419636.1	0.25	0.05840946127992916	0.008809375426507924	0.002357645007803887	0.015676796929821518	0.9044262708907573	3	0.10475778314152284	['PF03666']	0.015312843767147467
654483	BOLA2B	ENST00000651894.2	ENST00000569282.2	0.25	0.23490903741139701	0.008825794520692251	0.009773001228023256	0.015701907068278106	0.7200279869539337	3	0.8153477443374546	['PF01722']	0.01533700091383109
4646	MYO6	ENST00000671923.1	ENST00000615563.4	0.25	0.0626457245522678	0.008825981772891992	0.014186927812796107	0.015702193393763064	0.820824310918371	2	0.3209666327670853	['PF16521', 'PF00063']	0.015337227722293813
27130	INVS	ENST00000262456.6	ENST00000262457.7	0.5	0.06517927662480338	0.004415435126415372	0.0023227665073183345	0.01570966796869251	0.5473705731886435	2	0.9236402750261345	[]	0.015344369901590344
85302	FBF1	ENST00000319129.10	ENST00000586631.2	0.25	0.18263408490394362	0.008836021700276296	0.004660403959826346	0.01571754389364707	0.7502406139418344	3	0.6344097027575768	[]	0.015351956857862831
85302	FBF1	ENST00000319129.10	ENST00000586717.5	0.25	0.2754199337502625	0.008836021700276296	0.01725860289653002	0.01571754389364707	0.9199959106174013	3	0.6847723108576518	[]	0.015351956857862831
8295	TRRAP	ENST00000628380.2	ENST00000446306.7	0.25	0.13791528826414126	0.008849406725229117	0.00014705894277900093	0.015738004429739952	0.9267699288270417	2	0.42665338273719783	[]	0.015371623584887301
27236	ARFIP1	ENST00000429148.6	ENST00000405727.6	0.25	0.07112096439252097	0.008855373719600986	0.34801421898623	0.015747124029132753	0.7406672385799681	3	0.2795862484648266	[]	0.0153803718373663
27236	ARFIP1	ENST00000429148.6	ENST00000451320.6	0.25	0.10993447389954156	0.008855373719600986	0.011821804194860149	0.015747124029132753	0.9100580801329835	3	0.22155102915575497	[]	0.0153803718373663
64789	EXO5	ENST00000443729.6	ENST00000420209.2	0.25	0.07594946706754964	0.008893868585186197	0.2319526196460248	0.015805933162442398	0.6325271780514212	3	0.22695587777222598	[]	0.015437225965730337
64789	EXO5	ENST00000443729.6	ENST00000358527.6	0.25	0.1263842348370881	0.008893868585186197	0.29756967245271654	0.015805933162442398	0.5671323794340843	3	0.2875791071555033	[]	0.015437225965730337
5110	PCMT1	ENST00000649295.1	ENST00000464889.7	0.25	0.21885291771331383	0.008897246094218984	1.42753379172258e-05	0.015811091038956112	0.8672204440845178	3	0.34756312167345355	[]	0.01544210383510862
7567	ZNF19	ENST00000569717.5	ENST00000564225.5	0.5	0.3338031784365216	0.004454829101325067	0.0005891147883089598	0.015830043120328718	0.5855296249433164	2	0.714499302139029	['PF01352']	0.015459441173565479
55180	LINS1	ENST00000559736.5	ENST00000560272.1	0.25	0.2469334528092814	0.008936294274036062	0.020232657950145373	0.01587069922414174	0.7894495170701714	3	0.6750102989479463	[]	0.015498824883657667
5928	RBBP4	ENST00000458695.6	ENST00000527118.5	0.25	0.11281591751024123	0.008941860035123695	0.000550561540867452	0.015879192043055816	0.8300622059605279	3	0.5886013676673304	['PF12265', 'PF00400']	0.015506744491365214
9940	DLEC1	ENST00000308059.11	ENST00000346219.7	0.25	0.3900982518023354	0.008966291859302486	0.12105857821803935	0.015916462431134485	0.7572880033523943	3	0.5322181209058459	[]	0.015542872778466561
29985	SLC39A3	ENST00000589166.1	ENST00000589363.5	0.25	0.29978653132457456	0.00897880884208636	0.01735693566350558	0.015935550453636586	0.7693493234155065	3	0.7150522500018018	[]	0.01556092263472661
5144	PDE4D	ENST00000358923.10	ENST00000505453.1	0.25	0.09774909625270037	0.008987962714665796	0.13942142113503073	0.01594950707214919	0.8294254322109035	3	0.5439854174614833	[]	0.015574443756931634
5144	PDE4D	ENST00000358923.10	ENST00000317118.12	0.25	0.09510656147282913	0.008987962714665796	0.025656789149784583	0.01594950707214919	0.7758080503980235	3	0.4854318057556545	[]	0.015574443756931634
6522	SLC4A2	ENST00000677246.1	ENST00000482950.5	0.25	0.06553878035176747	0.00900946706071331	0.01622062649943403	0.015982284900121223	0.762593684660189	3	0.2791858163340642	[]	0.015605966539412595
8666	EIF3G	ENST00000253108.9	ENST00000593066.5	0.25	0.10557571669040819	0.009028833816840982	0.00753089785634034	0.01601179354075815	0.9375355198120939	3	0.2904142492387711	['PF12353', 'PF00076']	0.015634403033954775
29954	POMT2	ENST00000682467.1	ENST00000683328.1	0.5	0.09344810424080942	0.0045227836448898905	0.06710222443344128	0.016037281549781457	0.6407069722698217	2	0.2799775286537266	['PF02366', 'PF02815', 'PF16192']	0.01565902034730846
29954	POMT2	ENST00000682467.1	ENST00000683300.1	0.5	0.06653730840126366	0.0045227836448898905	0.424761031056237	0.016037281549781457	0.6938857499202484	2	0.35260999577638436	['PF02815', 'PF16192']	0.01565902034730846
3376	IARS1	ENST00000684445.1	ENST00000627121.3	0.25	0.08094654822873706	0.009079676406272783	0.09497185633135057	0.016089211756691518	0.9055957222684438	3	0.8359902074136523	[]	0.015708696557891515
117854	TRIM6	ENST00000506134.5	ENST00000515022.5	0.5	0.06580585011956189	0.004541220374351272	0.12585313376598026	0.016093418988339967	0.8641441120113661	1	0.17041246628172668	[]	0.015712750107086258
84197	POMK	ENST00000331373.10	ENST00000674676.1	0.25	0.11783027304913893	0.00910056175486989	0.00475095136503678	0.01612099331460074	0.8482011845171585	1	0.36418722554991917	[]	0.015739183742804003
6901	TAZ	ENST00000651139.1	ENST00000652644.1	0.25	0.15089909755404463	0.00910462467799751	6.15056106624116e-05	0.01612717453442817	0.7841111030766901	3	0.683108445986099	['PF01553']	0.0157450556856243
6901	TAZ	ENST00000651139.1	ENST00000479875.1	0.25	0.07650178313173076	0.00910462467799751	0.023917400889262447	0.01612717453442817	0.6430495138419566	3	0.7884297402287687	['PF01553']	0.0157450556856243
6781	STC1	ENST00000290271.7	ENST00000524323.1	0.25	0.6742468606326419	0.009107679791298008	0.009107679791298033	0.01613182220144846	0.6666666666666666	3	0.6172073405899533	[]	0.015749484611734765
6781	STC1	ENST00000524323.1	ENST00000290271.7	0.25	0.6742468606326419	0.009107679791298033	0.009107679791298008	0.016131822201448494	0.6666666666666666	3	0.6172073405899533	[]	0.015749484611734765
10641	NPRL2	ENST00000667046.1	ENST00000232501.8	0.25	0.13300767605174058	0.009107983911137332	0.0055747491599364395	0.016132284837287965	0.9484077991959804	3	0.7625568675378999	['PF06218']	0.015749827660972025
440400	RNASEK	ENST00000570898.1	ENST00000548577.5	0.25	0.14392127135968116	0.009110724624028132	0.0020419802084067464	0.016136453973982674	0.9425749146201307	3	0.8376154396781622	[]	0.015753463358311248
10174	SORBS3	ENST00000523965.5	ENST00000523900.5	0.25	0.19405162443592042	0.009111891680961829	0.022492943715448074	0.01613822922318971	0.9362989400591558	3	0.7919048209786717	[]	0.01575508781109847
4034	LRCH4	ENST00000619071.4	ENST00000310300.11	0.25	0.19645212418307956	0.009145596154528661	0.009654681428087515	0.016189482117139834	0.8805924147773402	3	0.8393948224772465	['PF13855']	0.015803434291840203
5819	NECTIN2	ENST00000585601.1	ENST00000252485.8	0.25	0.08944679639741135	0.009146238787330384	0.005949430282923302	0.016190459038213038	0.9749214120133072	3	0.3201804259245435	['PF07686', 'PF08205']	0.015804333410926442
126969	SLC44A3	ENST00000467909.5	ENST00000422520.6	0.25	0.12543896571009483	0.009158228011457235	0.03986880248045761	0.01620868281407059	0.8866955691385332	3	0.5282520121413243	['PF04515']	0.01582195886443715
140685	ZBTB46	ENST00000395104.5	ENST00000245663.9	0.5	0.6179000758606097	0.004586684296379194	0.0067172079334326265	0.016231691087816278	0.9606225083321336	2	0.6036300162925169	[]	0.015844199600240007
3831	KLC1	ENST00000557575.5	ENST00000246489.11	0.25	0.10227206210172841	0.009178679169540231	0.019729596552111334	0.01623975978656194	0.818387709034558	3	0.5610769030022302	[]	0.015851747642561784
3831	KLC1	ENST00000557575.5	ENST00000554280.5	0.25	0.05318583376850205	0.009178679169540231	0.034613435490848624	0.01623975978656194	0.8856832375464716	3	0.40937660209957993	[]	0.015851747642561784
29028	ATAD2	ENST00000287394.10	ENST00000519124.5	0.25	0.0949551544666481	0.00919234410689133	0.03160645607122167	0.016260518269113407	0.5008658955763338	3	0.8951233304929335	['PF17862', 'PF00004', 'PF00439']	0.015871134267011963
29901	SAC3D1	ENST00000674184.1	ENST00000652489.1	0.25	0.14871641643621347	0.00919648668067145	0.29078127061960196	0.016266810272572915	0.6402317207791589	3	0.7215027859736389	[]	0.015877166070895826
4254	KITLG	ENST00000357116.4	ENST00000646633.1	0.5	0.062716120670395	0.004630240388084994	0.389231650909788	0.01636394942006046	0.5908966743832534	2	0.832324364553986	['PF02404']	0.015970105325728418
256471	MFSD8	ENST00000641186.1	ENST00000641447.1	0.5	0.06171087798713934	0.004631788707931816	0.0728636388517545	0.016368647120403295	0.6664496706696724	1	0.6327984637986384	[]	0.0159745246429759
130940	CCDC148	ENST00000409889.1	ENST00000417066.5	0.5	0.43734467436708274	0.004632427725817314	0.02160873517680175	0.0163705858656361	0.8784082524185557	2	0.610427148555948	[]	0.015976196254765727
1173	AP2M1	ENST00000455925.1	ENST00000448139.5	0.25	0.08355122196634865	0.009277862460193747	0.021349889091087444	0.01639031463528527	0.8211534390906666	3	0.12324305701119345	['PF01217']	0.015995284192934823
54165	DCUN1D1	ENST00000466812.1	ENST00000460412.6	0.5	0.05500794602882926	0.004640729278848784	0.022997544888230054	0.0163957683191456	0.7382881270165115	3	0.40254324289008353	['PF03556']	0.016000275247576235
85302	FBF1	ENST00000586631.2	ENST00000586838.1	0.5	0.10191050180772288	0.004660403959826346	0.014663676200987954	0.016455421107230545	0.7589182579044199	3	0.33719513632820025	[]	0.01605743653554784
57142	RTN4	ENST00000394609.6	ENST00000317610.11	0.25	0.108809088401344	0.009335050662056357	0.028355525843983913	0.01647700255329205	0.9620100952557514	3	0.5664909561038209	[]	0.016078329606745132
54973	INTS11	ENST00000430786.5	ENST00000527719.5	0.75	0.0706041742904309	0.0031151729991194155	0.07055812198745445	0.016492861330027368	0.7332442960860366	1	0.40041782993949715	['PF16661']	0.01609363809458487
224	ALDH3A2	ENST00000672487.1	ENST00000573947.2	0.25	0.053773125120258544	0.00937263314219797	0.0991878150703108	0.016533923691972877	0.9172933813586494	3	0.6399155346419715	[]	0.016133205541114016
5204	PFDN5	ENST00000334478.9	ENST00000551018.5	0.5	0.07585157362737904	0.004686901775995154	0.04967134756217947	0.016535695748908764	0.8094990537520186	2	0.910803771743434	[]	0.016134767643279677
7358	UGDH	ENST00000514106.5	ENST00000510490.1	0.25	0.059414450664872866	0.009374454653388764	0.00024157200254629402	0.016536681532047334	0.7398088119150135	3	0.2434146619476983	[]	0.01613567385258984
